image_id,name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,price,hours,MISC,relative_results,url,category_list,street,city,state
2465_0x8804ffaca2868cdf_0xc76e1520652963c5,Speedway,"Speedway, W178N9653 Riversbend Ln, Germantown, WI 53022",0x8804ffaca2868cdf:0xc76e1520652963c5,"Gas-station & convenience-store chain with grab-&-go food, beverages & more.",43.19285,-88.1303267,"['Convenience store', 'ATM', 'Gas station']",3.5,24,$$,"[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['NFC mobile payments']}","['0x8804fdb1802fabf9:0x82988e1b38ad2813', '0x8804fe64633b13bf:0xc61aaecc4fb0d6ca', '0x880501ef4bd0a85b:0xe3b4616ae04178b', '0x88051a7b6a0b753d:0x5712a367b74690fd', '0x880455f769b47d79:0x13514319bf30db28']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8804ffaca2868cdf:0xc76e1520652963c5?authuser=-1&hl=en&gl=us,"['convenience store', 'atm', 'gas station']","Speedway, W178N9653 Riversbend Ln",Germantown,WI
2467_0x52ae573b975a8fe5_0xf0a9f67aa1d02d10,Holiday Stationstores,"Holiday Stationstores, 4827 E 2nd St, Superior, WI 54880",0x52ae573b975a8fe5:0xf0a9f67aa1d02d10,"Gas-station & convenience-store chain stocking snacks, hot foods, beverages, sundries & more.",46.6791659,-92.0117649,"['Convenience store', 'Breakfast restaurant', 'Coffee shop', 'Coffee store', 'Gas station', 'Sandwich shop']",4.2,36,,"[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits', 'Safety dividers at checkout'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Prepared foods'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards']}","['0x52ae572ac0ac339f:0xebf411cdbb4c9c75', '0x52ae518fb8dd302b:0xf6e3171f4f5e6439', '0x52ae512ff63ceaeb:0x283a44ef5fa4227a', '0x52ae512f03e91ecb:0x8d37aa4859846a79', '0x52ae512eff655555:0xdaee940b3af5c0eb']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52ae573b975a8fe5:0xf0a9f67aa1d02d10?authuser=-1&hl=en&gl=us,"['convenience store', 'breakfast restaurant', 'coffee shop', 'coffee store', 'gas station', 'sandwich shop']","Holiday Stationstores, 4827 E 2nd St",Superior,WI
2468_0x52ad7a4eeabbf65b_0x3853379fe90bdfde,Jonzy Market,"Jonzy Market, 1043 185th Ave, Balsam Lake, WI 54810",0x52ad7a4eeabbf65b:0x3853379fe90bdfde,,45.476085,-92.3759994,"['Convenience store', 'Gas station', 'Grocery store', 'Hardware store', 'Hunting and fishing store', 'Hunting store', 'Landscaper', 'Liquor store', 'Snow removal service', 'Towing service']",3.4,8,,"[['Saturday', '6AM–10PM'], ['Sunday', '6AM–10PM'], ['Monday', '6AM–10PM'], ['Tuesday', '6AM–10PM'], ['Wednesday', '6AM–10PM'], ['Thursday', '6AM–10PM'], ['Friday', '6AM–10PM']]","{'Service options': ['Drive-through', 'In-store pickup', 'In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Public restroom'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'Credit cards']}","['0x52ad7d037d714a29:0xd111a858a0cfc051', '0x52ad7068ce563887:0x28ba80a77697bc92', '0x52ad7cfac8ddd87d:0x90e804fce69d6189', '0x52ad7cfb2e304527:0xfd29619d00c9270f']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52ad7a4eeabbf65b:0x3853379fe90bdfde?authuser=-1&hl=en&gl=us,"['convenience store', 'gas station', 'grocery store', 'hardware store', 'hunting and fishing store', 'hunting store', 'landscaper', 'liquor store', 'snow removal service', 'towing service']","Jonzy Market, 1043 185th Ave",Balsam Lake,WI
2469_0x8804750f9ba55555_0xafe5e0923d033aa4,Pioneer Pit Stop,"Pioneer Pit Stop, 20 E Pioneer Rd, Fond du Lac, WI 54935",0x8804750f9ba55555:0xafe5e0923d033aa4,,43.7526842,-88.4483047,['Convenience store'],5.0,1,,,"{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit']}","['0x8804753dba3a54a9:0x96d411b592c3fa51', '0x88040accae8b87df:0x4ee9a675434cd37b', '0x88038acb2afa80c1:0xb87f95f8924d7c1d', '0x8804753de7d35fa1:0x31fb31bb56aa8a0d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8804750f9ba55555:0xafe5e0923d033aa4?authuser=-1&hl=en&gl=us,['convenience store'],"Pioneer Pit Stop, 20 E Pioneer Rd",Fond du Lac,WI
2470_0x87fe64f383782799_0x1cc3d1067fe8b7c5,Crow Bar,"Crow Bar, 1206 Superior Ave, Tomah, WI 54660",0x87fe64f383782799:0x1cc3d1067fe8b7c5,,43.9755287,-90.5044708,['Bar'],4.3,53,$$,"[['Saturday', '11AM–2:30AM'], ['Sunday', '11AM–2AM'], ['Monday', '11AM–2AM'], ['Tuesday', '11AM–2AM'], ['Wednesday', '11AM–2AM'], ['Thursday', '11AM–2AM'], ['Friday', '11AM–2:30AM']]","{'Service options': ['Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Bar games', 'Fast service', 'Great beer selection', 'Great cocktails', 'Sports'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Food', 'Food at bar', 'Hard liquor', 'Wine'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}","['0x87fe64f482884145:0x544690df4d8ccc06', '0x87fe645e79d571c5:0xc5c01346d2c3a345', '0x87fe64f49c991c67:0x6603d2dadd29c919', '0x87fe642011be31c3:0x1cd07325698ab15b', '0x87fe645e43544e51:0x3cda705bc71d87b3']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87fe64f383782799:0x1cc3d1067fe8b7c5?authuser=-1&hl=en&gl=us,['bar'],"Crow Bar, 1206 Superior Ave",Tomah,WI
2471_0x8804a1016b68a827_0x689507038a88cc90,Cap's Tap,"Cap's Tap, 118 Pine St, Sheboygan Falls, WI 53085",0x8804a1016b68a827:0x689507038a88cc90,,43.7283573,-87.811891,['Bar'],4.7,16,,"[['Wednesday', '4PM–12AM'], ['Thursday', '4PM–12AM'], ['Friday', '4PM–2:30AM'], ['Saturday', '4PM–2:30AM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed']]","{'Service options': ['Outdoor seating', 'Delivery'], 'Highlights': ['Bar games', 'Fast service', 'Great beer selection', 'Great cocktails', 'Sports'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Happy hour drinks', 'Hard liquor', 'Wine'], 'Dining options': ['Outside food allowed'], 'Amenities': ['Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Payments': ['Credit cards']}","['0x8804a1e763e2c7a5:0xb1acd96e74fbf582', '0x8804a1011881242d:0x154e8c2b663ed013', '0x8804a100d91be93f:0xec53d9dafe01df04']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8804a1016b68a827:0x689507038a88cc90?authuser=-1&hl=en&gl=us,['bar'],"Cap's Tap, 118 Pine St",Sheboygan Falls,WI
2473_0x4d560baad6d0f415_0x1e7907dfea7c595,P I Yacht Club LLC,"P I Yacht Club LLC, 8265 Main St, Presque Isle, WI 54557",0x4d560baad6d0f415:0x1e7907dfea7c595,,46.2460931,-89.7291492,['Bar'],4.7,58,$,,"{'Service options': ['Outdoor seating', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Staff required to disinfect surfaces between visits'], 'Highlights': ['Bar games', 'Fast service', 'Great beer selection', 'Great cocktails', 'Sports'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Food', 'Food at bar', 'Happy hour drinks', 'Hard liquor', 'Wine'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists']}","['0x4d560a5316a186b1:0xa19e460dc0bee85', '0x4d560a34b15ca4fd:0x5831763cf3f1a6b4', '0x4d55dc3abcf21e79:0xa934dd67ae8004ae', '0x4d55fc7cb1a4228f:0xc6d222aebf1fce8a']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d560baad6d0f415:0x1e7907dfea7c595?authuser=-1&hl=en&gl=us,['bar'],"P I Yacht Club LLC, 8265 Main St",Presque Isle,WI
2474_0x87fd42830c38ac87_0xa400a1bc569ef661,The Mine Shaft,"The Mine Shaft, 155 High St, Mineral Point, WI 53565",0x87fd42830c38ac87:0xa400a1bc569ef661,,42.8601455,-90.1796264,['Bar'],4.3,38,$,"[['Saturday', '9AM–2AM'], ['Sunday', '9AM–2AM'], ['Monday', '10AM–2AM'], ['Tuesday', '10AM–2AM'], ['Wednesday', '10AM–2AM'], ['Thursday', '10AM–2AM'], ['Friday', '10AM–2AM']]","{'Service options': ['Delivery', 'Dine-in'], 'Highlights': ['Bar games', 'Fast service', 'Great beer selection', 'Great cocktails', 'Sports'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Dancing', 'Hard liquor', 'Wine'], 'Amenities': ['Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}","['0x87fd429ca389ab0b:0x2f42f1b2cfc269ea', '0x87fd428371f198c5:0x7b79b64865824019', '0x87fd427d0734857d:0x18377d32033e76e']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87fd42830c38ac87:0xa400a1bc569ef661?authuser=-1&hl=en&gl=us,['bar'],"The Mine Shaft, 155 High St",Mineral Point,WI
2477_0x52ad7e2f52a264d3_0xbeb748b8a137b3f0,Hair's The Thing,"Hair's The Thing, 55 Main St E, Milltown, WI 54858",0x52ad7e2f52a264d3:0xbeb748b8a137b3f0,,45.526844,-92.5043839,"['Beauty salon', 'Nail salon']",4.8,34,,"[['Friday', '9AM–5PM'], ['Saturday', '9AM–12PM'], ['Sunday', 'Closed'], ['Monday', '9AM–5PM'], ['Tuesday', '9AM–5PM'], ['Wednesday', '9AM–8PM'], ['Thursday', '9AM–5PM']]","{'Health & safety': ['Appointment required'], 'Planning': ['Appointments recommended']}","['0x52ad7fb8c3ee0ac7:0xf45fa35813f96fd1', '0x52ad7f8801b8fb81:0x929d932e7f810f9a', '0x52ad7f8708fca239:0xd3770775bbc1473e', '0x52b271e9b79462dd:0xa320b6d9b5ba7c59']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52ad7e2f52a264d3:0xbeb748b8a137b3f0?authuser=-1&hl=en&gl=us,"['beauty salon', 'nail salon']","Hair's The Thing, 55 Main St E",Milltown,WI
2479_0x8802f00a7d5a6407_0xb1518367e47707c6,Style N Smile,"Style N Smile, 1049 Velp Ave, Green Bay, WI 54303",0x8802f00a7d5a6407:0xb1518367e47707c6,,44.5339134,-88.0291279,['Beauty salon'],4.8,4,,,{'Planning': ['Appointments recommended']},"['0x8802f9f86fd64ae7:0x42eaac2d365774f3', '0x8802fa6aeed10517:0x9674e324cd096a01', '0x8802f0dd1981c617:0x22fac86875b893bc']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8802f00a7d5a6407:0xb1518367e47707c6?authuser=-1&hl=en&gl=us,['beauty salon'],"Style N Smile, 1049 Velp Ave",Green Bay,WI
2480_0x88045e5c4d26ae3b_0xdd95dbfc7c4c9a8d,Jansen Park LLC,"Jansen Park LLC, 3745 Schuster Dr, West Bend, WI 53090",0x88045e5c4d26ae3b:0xdd95dbfc7c4c9a8d,,43.4383142,-88.22248,"['Park', 'Real estate', 'Tourist attraction']",4.7,38,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['0x88045f7d3db2cc4b:0xc4f671ee65e30cba', '0x880511d0d9eb5527:0xed0879add010c152', '0x88045ee369512df1:0x37913916856eb930', '0x88045f41858c184b:0x3218d8dbfa8c2a84', '0x8804f39cb6d7c023:0x5a46c92b81bad41d']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88045e5c4d26ae3b:0xdd95dbfc7c4c9a8d?authuser=-1&hl=en&gl=us,"['park', 'real estate', 'tourist attraction']","Jansen Park LLC, 3745 Schuster Dr",West Bend,WI
2482_0x880502a4c644740d_0x73b457a11f6e1adb,Melody View Preserve,"Melody View Preserve, 7300 N 91st St, Milwaukee, WI 53224",0x880502a4c644740d:0x73b457a11f6e1adb,,43.1508593,-88.0236045,['Park'],4.4,8,,"[['Sunday', '6AM–10PM'], ['Monday', '6AM–10PM'], ['Tuesday', '6AM–10PM'], ['Wednesday', '6AM–10PM'], ['Thursday', '6AM–10PM'], ['Friday', '6AM–10PM'], ['Saturday', '6AM–10PM']]",{'Amenities': ['Good for kids']},"['0x880503e3c4009c05:0xcd79ad4d6d0826c3', '0x88050362c3ea9d2f:0x5691bdade06308d6', '0x8805058672832aff:0x58d10b263b9217a1']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x880502a4c644740d:0x73b457a11f6e1adb?authuser=-1&hl=en&gl=us,['park'],"Melody View Preserve, 7300 N 91st St",Milwaukee,WI
2483_0x881d5001495bb77f_0xe19ea7c216ba3886,Sturgeon Bay Skatepark,"Sturgeon Bay Skatepark, 16 W Spruce St, Sturgeon Bay, WI 54235",0x881d5001495bb77f:0xe19ea7c216ba3886,,44.8250653,-87.3850533,['Park'],4.5,38,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['0x881d5008982b88bf:0xf84a0ecaf2b5c19c', '0x881d5aa5ca950c7d:0xb1ab1f5b4f46c332', '0x881d5a935d77906d:0x27a30e2f98245e2c', '0x881d50078b46b82f:0xd7190487cde22ca2', '0x881d500f89fc6e29:0x574f3604234c46d4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x881d5001495bb77f:0xe19ea7c216ba3886?authuser=-1&hl=en&gl=us,['park'],"Sturgeon Bay Skatepark, 16 W Spruce St",Sturgeon Bay,WI
2485_0x8805b0cf5d3076bd_0xfc4e59bc23debb54,Lapham Peak Observation Tower,"Lapham Peak Observation Tower, W329 N846, County C, Delafield, WI 53018",0x8805b0cf5d3076bd:0xfc4e59bc23debb54,,43.0324782,-88.3928475,['Tourist attraction'],4.8,426,,,{'Amenities': ['Good for kids']},"['0x8805b72cf45db7d7:0x893421c23c32b9cd', '0x8805b0ce9226025d:0x76e40fb741e84773', '0x8805b6d979bf957d:0xd513452ae19276a7', '0x8805b9f52806912b:0x2227b94481c20ba4']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8805b0cf5d3076bd:0xfc4e59bc23debb54?authuser=-1&hl=en&gl=us,['tourist attraction'],"Lapham Peak Observation Tower, W329 N846, County C",Delafield,WI
2486_0x8803204f1546573b_0xb0a97e939fef2694,Devil's River State Recreation Trailhead,"Devil's River State Recreation Trailhead, Devil River State Trail, Denmark, WI 54208",0x8803204f1546573b:0xb0a97e939fef2694,,44.3491511,-87.8291209,['Tourist attraction'],4.5,53,,,{'Amenities': ['Good for kids']},"['0x8803240b8dc20389:0xa9bb951e67e663e4', '0x88032409dca9583b:0x39125a2ca391e673', '0x8803297d0b3e7b71:0xb473d2869b03d32a', '0x8802dfa00d6a5059:0xd81bdb155c671e89', '0x8802fb242ec618f7:0x581bbdc0de845de9']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8803204f1546573b:0xb0a97e939fef2694?authuser=-1&hl=en&gl=us,['tourist attraction'],"Devil's River State Recreation Trailhead, Devil River State Trail",Denmark,WI
2487_0x4d4d3913113dd2af_0x326cdcffdbde8621,Eagle Tower,"Eagle Tower, Shore Rd, Fish Creek, WI 54212",0x4d4d3913113dd2af:0x326cdcffdbde8621,,45.1627497,-87.1982131,['Tourist attraction'],5.0,24,,"[['Wednesday', '6AM–11PM'], ['Thursday', '6AM–11PM'], ['Friday', '6AM–11PM'], ['Saturday', '6AM–11PM'], ['Sunday', '6AM–11PM'], ['Monday', '6AM–11PM'], ['Tuesday', '6AM–11PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4d4d3913113dd2af:0x326cdcffdbde8621?authuser=-1&hl=en&gl=us,['tourist attraction'],"Eagle Tower, Shore Rd",Fish Creek,WI
2488_0x8803ebf3241027b5_0x7622f5b45728d1b1,The Sun Dial @ Downtown Oshkosh,"The Sun Dial @ Downtown Oshkosh, 315 N Main St, Oshkosh, WI 54901",0x8803ebf3241027b5:0x7622f5b45728d1b1,,44.0176671,-88.537721,['Tourist attraction'],4.3,78,,"[['Monday', '7–11AM'], ['Tuesday', '7–11AM'], ['Wednesday', '7–11AM'], ['Thursday', '7–11AM'], ['Friday', '7–11AM'], ['Saturday', '7–11AM'], ['Sunday', '7–11AM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['0x8803eb764eaef6cd:0x604c427e73eb189d', '0x8803eaf68352e1bb:0xd3ce10f32de945d6', '0x8803e961e82cfea5:0xbf194adc977d9d73', '0x8803ebf3a0941bf3:0x457b7cdcfad1142c', '0x8803e9618c98db43:0x4286606f2bbf1c72']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8803ebf3241027b5:0x7622f5b45728d1b1?authuser=-1&hl=en&gl=us,['tourist attraction'],"The Sun Dial @ Downtown Oshkosh, 315 N Main St",Oshkosh,WI
2489_0x52b296fe89fba54b_0x2780d4071a7cb7c6,Osceola Wheels and Wings,"Osceola Wheels and Wings, 495 N Cascade St, Osceola, WI 54020",0x52b296fe89fba54b:0x2780d4071a7cb7c6,,45.308742599999995,-92.6969921,['Tourist attraction'],4.8,184,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}","['0x52b296ec5773ca77:0x1e2ca1f9328dbad0', '0x52b297d9ac581d15:0xefeddbfeff58d6ed', '0x52b296e95a5d197f:0x9c3a00ad73812af7']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x52b296fe89fba54b:0x2780d4071a7cb7c6?authuser=-1&hl=en&gl=us,['tourist attraction'],"Osceola Wheels and Wings, 495 N Cascade St",Osceola,WI
2490_0x88055e5eefb6b591_0x57a8a9d2c2136e0d,Jockey,"Jockey, 11601 108th St Suite 528, Pleasant Prairie, WI 53158",0x88055e5eefb6b591:0x57a8a9d2c2136e0d,,42.516096399999995,-87.9484221,"['Clothing store', 'Lingerie store', ""Men's clothing store"", 'Sportswear store', 'T-shirt store', ""Women's clothing store""]",4.3,48,,"[['Thursday', '11AM–8PM'], ['Friday', '10AM–9PM'], ['Saturday', '10AM–9PM'], ['Sunday', '10AM–6PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Checks', 'Debit cards', 'Credit cards']}","['0x880f89eb44bd64ff:0x23f942156cfbae46', '0x880f89ee9967f923:0x1df53275435352f6', '0x880f89dd39b093ef:0xcdd1f80c2439861e', '0x880f89eb44bd64ff:0x319f1c7c709a1c53']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88055e5eefb6b591:0x57a8a9d2c2136e0d?authuser=-1&hl=en&gl=us,"['clothing store', 'lingerie store', ""men's clothing store"", 'sportswear store', 't-shirt store', ""women's clothing store""]","Jockey, 11601 108th St Suite 528",Pleasant Prairie,WI
2492_0x8805f23bc932ffe9_0x8e2c7f249a033c04,Circle Of Friends,"Circle Of Friends, 630 Court Street, Elkhorn, WI 53121",0x8805f23bc932ffe9:0x8e2c7f249a033c04,,42.6814532,-88.530283,"['Clothing store', 'Fabric store', 'Furniture store', 'Home goods store']",4.2,36,,"[['Thursday', '10AM–5PM'], ['Friday', '10AM–4PM'], ['Saturday', '9AM–1PM'], ['Sunday', 'Closed'], ['Monday', '10AM–5PM'], ['Tuesday', '10AM–5PM'], ['Wednesday', '10AM–5PM']]","{'Service options': ['In-store shopping', 'Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff required to disinfect surfaces between visits'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Planning': ['Quick visit', 'Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}","['0x8805f0ae595b0801:0x8fd33def76b38289', '0x8805f5cb89ece27d:0xb7fd65cf65864a1e', '0x88058ba4467bb86d:0x1071647f7dc74710']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8805f23bc932ffe9:0x8e2c7f249a033c04?authuser=-1&hl=en&gl=us,"['clothing store', 'fabric store', 'furniture store', 'home goods store']","Circle Of Friends, 630 Court Street",Elkhorn,WI
2494_0x8803b7cdb9768b25_0x750213ce323d0868,Express,"Express, 4301 W Wisconsin Ave, Appleton, WI 54913",0x8803b7cdb9768b25:0x750213ce323d0868,Fashion chain supplying contemporary house-label clothing & accessories for day & night.,44.270074699999995,-88.4709399,"['Clothing store', 'Jeans shop', 'Dress store', 'Fashion accessories store', ""Men's clothing store"", 'Outlet store', 'Sunglasses store', 'T-shirt store', ""Women's clothing store"", 'Work clothes store']",4.2,48,$$,"[['Thursday', '11AM–7PM'], ['Friday', '11AM–8PM'], ['Saturday', '11AM–8PM'], ['Sunday', '11AM–6PM'], ['Monday', '11AM–7PM'], ['Tuesday', '11AM–7PM'], ['Wednesday', '11AM–7PM']]","{'Service options': ['In-store pickup', 'In-store shopping', 'Delivery'], 'Health & safety': ['Mask required'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance'], 'Planning': ['Quick visit'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}","['0x8803b7d0316b6fc7:0x259092341e56fb07', '0x8803b7cdb9768b25:0x2fb4543f44fc8a25', '0x8803b7d1bff8be3f:0xa7794afef8ad5bd6', '0x8803b7d1bfffffff:0x1560ca8b1638a5e6', '0x8803b7d27f172127:0x4b383812a5a17673']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8803b7cdb9768b25:0x750213ce323d0868?authuser=-1&hl=en&gl=us,"['clothing store', 'jeans shop', 'dress store', 'fashion accessories store', ""men's clothing store"", 'outlet store', 'sunglasses store', 't-shirt store', ""women's clothing store"", 'work clothes store']","Express, 4301 W Wisconsin Ave",Appleton,WI
2496_0x88060449e7369f23_0xc7019b83977550c6,Emerald Grove Church,"Emerald Grove Church, Janesville, WI 53546",0x88060449e7369f23:0xc7019b83977550c6,,42.657233,-88.883853,['Church'],4.4,7,,,{'Accessibility': ['Wheelchair accessible entrance']},"['0x8806198b6da5d7e7:0x7a7b52ddc3a753eb', '0x880610844b6fc6fb:0xbb4b457576824a72', '0x88061f4dfd3b810f:0x2ba1cbdacf0c4c53', '0x88061973b6c54427:0xbf91494210033732', '0x880610a9078a4bf1:0x7df6d3b63b988690']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x88060449e7369f23:0xc7019b83977550c6?authuser=-1&hl=en&gl=us,['church'],Emerald Grove Church,Janesville,WI
2497_0x87f8a5e19ff6d00f_0x94d37a1b89ac3c0c,Chippewa Valley Bible Church,"Chippewa Valley Bible Church, 531 E South Ave, Chippewa Falls, WI 54729",0x87f8a5e19ff6d00f:0x94d37a1b89ac3c0c,,44.914917,-91.3823852,['Church'],4.2,58,,"[['Thursday', '9AM–4PM'], ['Friday', '9AM–12PM'], ['Saturday', '8:30AM–12PM'], ['Sunday', 'Closed'], ['Monday', '9AM–4PM'], ['Tuesday', '9AM–4PM'], ['Wednesday', '9AM–4PM']]",,"['0x87f8a5d85b95e9f7:0xbf811d042b4c64fa', '0x87f8a66799491ec3:0x72eb1bbd2bc6edb4', '0x87f8a675b51a0ef1:0x2aa018d0316b4cf', '0x87f8a64305d5ec73:0xaddc3d32d59ce811', '0x87f8a4f8218bce89:0xc4e21dec7c9c6e14']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f8a5e19ff6d00f:0x94d37a1b89ac3c0c?authuser=-1&hl=en&gl=us,['church'],"Chippewa Valley Bible Church, 531 E South Ave",Chippewa Falls,WI
2498_0x8805b23787a4352b_0xeb86cd70fc6cc180,Lake Country Congregational Church,"Lake Country Congregational Church, 400 W Capitol Dr, Hartland, WI 53029",0x8805b23787a4352b:0xeb86cd70fc6cc180,,43.102576,-88.3532834,['Church'],4.3,6,,"[['Tuesday', '10AM–1PM'], ['Wednesday', '10AM–1PM'], ['Thursday', '10AM–1PM'], ['Friday', '10AM–1PM'], ['Saturday', 'Closed'], ['Sunday', '8:30AM–11PM'], ['Monday', '10AM–1PM']]",,"['0x8805b2400308b3b5:0x41ecb7c8720fc6ad', '0x8805b6cc838052ef:0x6ce29f0d5293724b', '0x8805b2612672d56d:0x4c4873415597cd22', '0x8805b10baf18fa59:0xfbb48b0e4e59d668']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8805b23787a4352b:0xeb86cd70fc6cc180?authuser=-1&hl=en&gl=us,['church'],"Lake Country Congregational Church, 400 W Capitol Dr",Hartland,WI
2499_0x8801a30020d454db_0x4d5f0d4200194d7f,Redeemer Lutheran Church,"Redeemer Lutheran Church, 125 North St, Iola, WI 54945",0x8801a30020d454db:0x4d5f0d4200194d7f,,44.5109634,-89.1324844,['Church'],5.0,3,,,{'Accessibility': ['Wheelchair accessible entrance']},"['0x8801a256f378f891:0x566dc7370bb53dce', '0x8801bd2502998adb:0x26aabe55122e240c', '0x8801a254d7534367:0x7e473a510fc2e594', '0x8801ba4cc1c47621:0x4cbbba63cd26150e', '0x8801ae91483c56ed:0x4a46164853d3a62b']",https://www.google.com/maps/place//data=!4m2!3m1!1s0x8801a30020d454db:0x4d5f0d4200194d7f?authuser=-1&hl=en&gl=us,['church'],"Redeemer Lutheran Church, 125 North St",Iola,WI
2500_0x87f9549d47e78c2b_0xb31a8a0d7cf896eb,Americas Best Value Inn La Crosse,"Americas Best Value Inn La Crosse, 2622 Rose St, La Crosse, WI 54603",0x87f9549d47e78c2b:0xb31a8a0d7cf896eb,"Casual hotel offering free breakfast & WiFi, plus a meeting room & a picnic area with grills. ",43.8594567,-91.2404163,"['Hotel', 'Motel', 'Pet friendly accommodation']",3.1,378,,,,,https://www.google.com/maps/place//data=!4m2!3m1!1s0x87f9549d47e78c2b:0xb31a8a0d7cf896eb?authuser=-1&hl=en&gl=us,"['hotel', 'motel', 'pet friendly accommodation']","Americas Best Value Inn La Crosse, 2622 Rose St",La Crosse,WI
